Human Timestamp,Unix Time,Microseconds,Accelerometer X (m/s/s),Accelerometer Y (m/s/s),Accelerometer Z (m/s/s),Gyroscope X (degrees/s),Gyroscope Y (degrees/s),Gyroscope Z (degrees/s),Magnetometer X (mG),Magnetometer Y (mG),Magnetometer Z (mG),IMU Temperature (deg C),Pressure (Pascals),Pressure Temperature (deg C)
Wed Jan 01 01:04:29 CET 2020,1577837069,550790,1.161293,-0.5993694,-9.6633415,9.437043488978432,4.097787777875232,0.5784152149359514,19.635881,-302.6646,203.07268,35.125374,99879.33,35.73
Wed Jan 01 01:04:29 CET 2020,1577837069,650790,0.9348713,-0.8786169,-9.467465,-2.262445065707419,1.7938889280571715,-0.7002055702277966,15.8865795,-301.21722,203.07268,35.122524,99878.22,35.73
Wed Jan 01 01:04:29 CET 2020,1577837069,750790,1.0250434,-0.7577284,-9.404621,-11.18519671144329,-0.9867228230999474,-1.4682774178686555,16.985212,-304.09457,206.94406,35.119553,99878.63,35.73
Wed Jan 01 01:04:29 CET 2020,1577837069,850790,0.7781077,-0.55440557,-9.736776,-10.39035333022264,-1.8243813210238131,-3.1023687579240242,17.752512,-312.93597,213.57072,35.125793,99878.36,35.73
Wed Jan 01 01:04:29 CET 2020,1577837069,950856,0.570486,-0.6809783,-10.029963,-11.505706829231714,-5.012592655346466,-3.9701533988930375,20.03697,-319.92886,217.89551,35.12461,99878.52,35.73
Wed Jan 01 01:04:30 CET 2020,1577837070,50790,0.8552686,-0.585849,-9.7067375,-1.8721090133420653,-3.3002803193143135,-5.357884520827475,22.199358,-324.70703,222.91783,35.125034,99879.73,35.73
Wed Jan 01 01:04:30 CET 2020,1577837070,150790,0.5596129,-0.58792746,-10.156192,-4.734036898643854,-1.9934444400896922,-4.827906768701025,23.106167,-326.137,224.59193,35.12353,99877.83,35.73
Wed Jan 01 01:04:30 CET 2020,1577837070,250790,0.43612385,-0.4907936,-10.338343,3.1337105228594524,1.6115471623348798,-2.9199007095930782,20.734514,-327.9855,227.27748,35.128902,99880.31,35.73
Wed Jan 01 01:04:30 CET 2020,1577837070,350790,0.6773921,-0.5675233,-9.738476,3.880663349695641,5.6291492782640695,-1.8539102019715386,17.684937,-325.2411,227.43225,35.123947,99878.26,35.7375
Wed Jan 01 01:04:30 CET 2020,1577837070,450790,0.9082904,-0.39453277,-9.264171,-9.234899031686513,1.0508033543290438,-0.30288885583046515,10.782878,-327.7588,231.16048,35.128174,99877.95,35.735
Wed Jan 01 01:04:30 CET 2020,1577837070,550806,1.1987971,-0.44320387,-9.595873,0.6818339550712686,-0.6499559443950036,2.0440740521133103,12.60376,-334.61,235.672,35.124798,99878.445,35.7325
Wed Jan 01 01:04:30 CET 2020,1577837070,650790,1.4209424,-0.79565966,-9.242668,0.08524377750864255,-0.3878156746161237,-0.7615584274663532,12.381417,-333.06012,236.15373,35.136593,99878.03,35.736
Wed Jan 01 01:04:30 CET 2020,1577837070,750790,1.3158716,-0.54559153,-9.458438,-0.13389639127700043,-6.8706135687244805,-3.4354312455871163,15.433175,-333.68793,236.76408,35.127033,99880.13,35.74
Wed Jan 01 01:04:30 CET 2020,1577837070,850790,1.2484868,-0.20112953,-10.020541,-5.558465016581442,-5.162498004482348,-2.478087039273154,22.949219,-336.12933,240.18205,35.134613,99879.234,35.74
Wed Jan 01 01:04:30 CET 2020,1577837070,950790,0.5208989,-0.061436433,-10.38182,4.401570610604313,-5.085006320926941,-2.0682699213570896,30.273438,-332.7288,240.40877,35.12994,99878.766,35.74
Wed Jan 01 01:04:31 CET 2020,1577837071,50790,0.39316994,-0.47583094,-10.339054,0.5707301137548254,1.3509402320791724,-2.471803265236742,32.087055,-333.19965,243.11174,35.134205,99878.18,35.74
Wed Jan 01 01:04:31 CET 2020,1577837071,150793,0.54783696,-0.43557557,-9.369745,-2.2985839001699198,3.279015967262304,-2.36628321740327,29.209682,-333.095,245.2567,35.129852,99878.99,35.74
