Human Timestamp,Unix Time,Microseconds,System Failure,Accelerometer Failure,Gyroscope Failure,Magnetometer Failure,Pressure Failure,GNSS Failure,Accelerometer Overrange,Gyroscope Overrange,Magnetometer Overrange,Pressure Overrange,Minimum Temperature,Maximum Temperature,Low Voltage,High Voltage,GNSS Antenna Disconnected,Data Overflow,Orientation Ready,Navigation Ready,Heading Ready,Time Ready,GNSS Fix Type,Event 1 Flag,Event 2 Flag,Internal GNSS Enabled,Magnetic Heading Enabled,Velocity Heading Enabled,Atmospheric Altitude Enabled,External Position Active,External Velocity Active,External Heading Active,Latitude (degrees),Longitude (degrees),Height (m),Velocity North (m/s),Velocity East (m/s),Velocity Down (m/s),Acceleration X (m/s/s),Acceleration Y (m/s/s),Acceleration Z (m/s/s),G Force (g),Roll (degrees),Pitch (degrees),Heading (degrees),Angular Velocity X (degrees/s),Angular Velocity Y (degrees/s),Angular Velocity Z (degrees/s),Latitude Error (m),Longitude Error (m),Height Error (m)
Wed Jan 01 01:04:29 CET 2020,1577837069,50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.821086900705758,5.403662573592642,311.56441321609145,-0.9300701984842306,0.18636116129411476,2.9729479050189176,0.0,0.0,50.0
Wed Jan 01 01:04:29 CET 2020,1577837069,150790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.890120988684911,4.996820686079035,311.8468005571364,0.43113466955260943,-3.7886722370061676,3.1379589005232003,0.0,0.0,50.0
Wed Jan 01 01:04:29 CET 2020,1577837069,250790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4004022966288225,5.030976185388545,312.3343291389172,4.867610203000365,0.5996795669879613,2.553245530208085,0.0,0.0,50.0
Wed Jan 01 01:04:29 CET 2020,1577837069,350837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77822711203651,5.198702256978899,312.8068980885958,3.5284186552035224,1.9307446695468091,2.2857050472529252,0.0,0.0,50.0
Wed Jan 01 01:04:29 CET 2020,1577837069,450790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.451570630968438,5.352878751075763,312.98571426245053,-13.535728905492585,1.7332964985462096,1.6346366927150988,0.0,0.0,50.0
Wed Jan 01 01:04:29 CET 2020,1577837069,550790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.358194763197774,5.778584710385055,313.2168114362882,9.05507988249768,4.2791520676363035,-0.2759388076676166,0.0,0.0,50.0
Wed Jan 01 01:04:29 CET 2020,1577837069,650790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.081461908093648,5.989741374613834,313.307113215523,-2.6442968088677645,1.97525777127769,-1.5528943547662202,0.0,0.0,50.0
Wed Jan 01 01:04:29 CET 2020,1577837069,750790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8992751598379813,5.925550953230091,313.296233483085,-11.566979393802027,-0.8053544352253735,-2.3194695561779475,0.0,0.0,50.0
Wed Jan 01 01:04:29 CET 2020,1577837069,850790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.779164813526947,5.779356977107211,312.89063317218057,-10.771961159738625,-1.642956318470119,-3.950921104010097,0.0,0.0,50.0
Wed Jan 01 01:04:29 CET 2020,1577837069,950856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.546253285945226,5.307677469840508,312.6137634097291,-11.887155591231028,-4.831082351319137,-4.816990912151493,0.0,0.0,50.0
Wed Jan 01 01:04:30 CET 2020,1577837070,50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2758415432449746,5.009215506256848,312.2181879951424,-2.2534402960876556,-3.1186731783827524,-6.203087342144573,0.0,0.0,50.0
Wed Jan 01 01:04:30 CET 2020,1577837070,150790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7190962797612456,4.835475832557252,311.64595292509495,-5.115259201926687,-1.8117230073260193,-5.670999213346572,0.0,0.0,50.0
Wed Jan 01 01:04:30 CET 2020,1577837070,250790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688723513770914,5.0122019685259405,311.5014661927006,2.752638787302322,1.7933922974135206,-3.760729781329664,0.0,0.0,50.0
Wed Jan 01 01:04:30 CET 2020,1577837070,350790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3028285313475843,5.591193461700364,311.47514112581956,3.499746128195735,5.811128588614406,-2.693065573797508,0.0,0.0,50.0
Wed Jan 01 01:04:30 CET 2020,1577837070,450790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3334061979603252,5.715065165359789,311.3649838348856,-9.615700595316474,1.2329218487564668,-1.1404535335169816,0.0,0.0,50.0
Wed Jan 01 01:04:30 CET 2020,1577837070,550806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38053260595864374,5.667972680634349,311.71890541670996,0.3011348822243536,-0.46771257134225563,1.2092519799697692,0.0,0.0,50.0
Wed Jan 01 01:04:30 CET 2020,1577837070,650790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3480598755331475,5.649316853717357,311.79310130631785,-0.2954763930337088,-0.20548895428275393,-1.5947183351298762,0.0,0.0,50.0
Wed Jan 01 01:04:30 CET 2020,1577837070,750790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26599213598856086,4.986209607748466,311.5931279384901,-0.5146850724112766,-6.688191662115928,-4.266896583317559,0.0,0.0,50.0
Wed Jan 01 01:04:30 CET 2020,1577837070,850790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3530596119510922,4.491909728206533,311.26139323960166,-5.939276901386148,-4.980025402691955,-3.3072607726460665,0.0,0.0,50.0
Wed Jan 01 01:04:30 CET 2020,1577837070,950790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0329676558934479,3.9999582194832315,311.20308953059055,4.020784225172508,-4.902501541356458,-2.89525131578841,0.0,0.0,50.0
Wed Jan 01 01:04:31 CET 2020,1577837071,50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03338607375632157,4.143010005023942,311.10456966774643,0.19005249908555277,1.5335067869161483,-3.2970765052476327,0.0,0.0,50.0
Wed Jan 01 01:04:31 CET 2020,1577837071,150793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24469993194293546,4.488940872647301,310.78997054744775,-2.6436259325092877,3.4897008930924063,-3.1814486881344317,0.0,0.0,50.0
Wed Jan 01 01:04:31 CET 2020,1577837071,250790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08127630086088525,4.50490985492679,310.61587540034736,1.9075815249055357,0.25170421504579277,-4.0496382834302365,0.0,0.0,50.0
Wed Jan 01 01:04:31 CET 2020,1577837071,350790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6832179790700856,4.064097945685135,310.38489479507155,-5.671302777309683,-4.320173273099511,-4.656787155567047,0.0,0.0,50.0
Wed Jan 01 01:04:31 CET 2020,1577837071,450790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9877783149996867,3.300347103386198,310.28759890212666,-2.7939310753845885,-7.492106141682281,-3.398988088251596,0.0,0.0,50.0
Wed Jan 01 01:04:31 CET 2020,1577837071,550790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8764763602518177,2.9709334545597086,310.19875422991487,1.2379521312981996,-3.226410760966755,-0.9433352606532939,0.0,0.0,50.0
Wed Jan 01 01:04:31 CET 2020,1577837071,650790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8789488128403715,2.7047415545106723,310.5834887682509,-0.07228958855374021,-2.638323884329579,1.4767737178502067,0.0,0.0,50.0
Wed Jan 01 01:04:31 CET 2020,1577837071,750790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5864732343277999,2.6854093870838684,310.8453794705066,-7.153883673774216,-0.18245529864449528,0.28389459304009973,0.0,0.0,50.0
Wed Jan 01 01:04:31 CET 2020,1577837071,850790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027841703271465647,2.906559376978283,310.57235647059565,15.686779505334377,2.2533436109654046,-2.7013161387509204,0.0,0.0,50.0
Wed Jan 01 01:04:31 CET 2020,1577837071,950790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8707981963218138,3.1566311198942,310.46614308267044,9.118432467343235,2.50892033457037,-3.4082109685788553,0.0,0.0,50.0
Wed Jan 01 01:04:32 CET 2020,1577837072,50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39891431461694515,2.8089171175515224,310.6391696846207,-4.746257776670804,-3.4348578132607983,-0.6053942344845294,0.0,0.0,50.0
Wed Jan 01 01:04:32 CET 2020,1577837072,150790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0489465294576805,3.194874411530972,310.89373599557445,6.411925991951031,3.946554639964699,0.12233069914618398,0.0,0.0,50.0
Wed Jan 01 01:04:32 CET 2020,1577837072,250826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2295771810109024,3.814753845588797,310.8209000725213,1.765120019491096,6.186298433600719,-0.8768064101707109,0.0,0.0,50.0
Wed Jan 01 01:04:32 CET 2020,1577837072,350790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37417987483915,3.7370457209276906,310.53596765120955,1.6899484753057514,-0.8314111515630275,-5.247705373288165,0.0,0.0,50.0
Wed Jan 01 01:04:32 CET 2020,1577837072,450790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3297921450250343,3.951337290203523,310.38846956430115,-0.27210285959325126,2.0666246046770245,-3.893535979551392,0.0,0.0,50.0
Wed Jan 01 01:04:32 CET 2020,1577837072,550790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5498273063828815,4.069768520516061,310.26768510614653,-7.755405987854752,1.1354824459480557,-1.2337512613946786,0.0,0.0,50.0
Wed Jan 01 01:04:32 CET 2020,1577837072,650790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7969102723544867,4.095092737010726,310.47195208266857,2.438389220907132,0.2187177785037208,-0.34796823716178316,0.0,0.0,50.0
Wed Jan 01 01:04:32 CET 2020,1577837072,750790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354869179510046,4.19689898331949,310.4084416445622,1.4754047961585546,1.0172912588393488,-3.0565576166868778,0.0,0.0,50.0
Wed Jan 01 01:04:32 CET 2020,1577837072,850842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.173862037804265,4.013464387329996,310.2350653369264,2.5946249411477638,-1.9019050305773288,-4.088397633804298,0.0,0.0,50.0
Wed Jan 01 01:04:32 CET 2020,1577837072,950790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1982620639311973,3.9563694700200256,309.79478587887604,-9.558052584465713,-0.5579787956478333,-4.441629214740494,0.0,0.0,50.0
Wed Jan 01 01:04:33 CET 2020,1577837073,50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9535903343461233,4.134914257691716,309.7309451631778,7.72777195316477,1.8450648034324089,-3.062560594057411,0.0,0.0,50.0
Wed Jan 01 01:04:33 CET 2020,1577837073,150790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8907286883199109,4.008304710648987,309.9650731196232,-0.6242020331105536,-1.2101946978572125,-0.03835769967696346,0.0,0.0,50.0
Wed Jan 01 01:04:33 CET 2020,1577837073,250790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0850504262368881,3.9798270717055173,310.1954514539962,-8.180413142920962,-0.18885065141009824,2.2818473564097017,0.0,0.0,50.0
Wed Jan 01 01:04:33 CET 2020,1577837073,350790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49727469254394174,4.183740699774451,310.4561764706336,4.090142519464264,2.109415739827154,0.1960723242560389,0.0,0.0,50.0
Wed Jan 01 01:04:33 CET 2020,1577837073,450860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09684673211593096,3.909815811329108,310.54610911608916,-3.8985235354653165,-2.7040023762604957,-1.4603257116369266,0.0,0.0,50.0
Wed Jan 01 01:04:33 CET 2020,1577837073,550790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.77198493890735,3.488432602854526,310.6755585040068,-8.61992397701672,-4.2133211865959055,-1.1456569992996697,0.0,0.0,50.0
Wed Jan 01 01:04:33 CET 2020,1577837073,650790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27996649433018234,2.5368215055478904,310.7108787782428,4.917781433439685,-9.481624285473087,0.20569615566032534,0.0,0.0,50.0
Wed Jan 01 01:04:33 CET 2020,1577837073,750790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7192023273028976,2.621370747681681,310.8834973902266,19.92627488752166,0.8765308499831963,-0.669817679155456,0.0,0.0,50.0
Wed Jan 01 01:04:33 CET 2020,1577837073,850790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8394971848484333,3.000663598414977,310.91444634339376,-8.768398932758421,3.7971856883516346,-2.187170006210653,0.0,0.0,50.0
Wed Jan 01 01:04:33 CET 2020,1577837073,950790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4218850376511012,3.4550035321087416,310.77761427989327,-4.163249525136487,4.497829832615137,-1.4071311359069965,0.0,0.0,50.0
Wed Jan 01 01:04:34 CET 2020,1577837074,50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19718651783714491,3.86120854242774,311.08001255738657,-6.383892467085594,4.131092690960103,0.5881473238113303,0.0,0.0,50.0
Wed Jan 01 01:04:34 CET 2020,1577837074,150790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8207171522070738,3.6947638143256807,311.2561282262254,-16.29172177102333,-1.6059234881362545,-0.719421093201775,0.0,0.0,50.0
Wed Jan 01 01:04:34 CET 2020,1577837074,250790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.730270421179931,3.535277986513994,311.07840002561454,0.9325116116575562,-1.5021375494420584,-1.8438834842699598,0.0,0.0,50.0
Wed Jan 01 01:04:34 CET 2020,1577837074,350790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6761051516144954,3.6144845028970187,311.2900496777194,-9.512147641963965,0.7809326385020482,-0.24595340446486666,0.0,0.0,50.0
Wed Jan 01 01:04:34 CET 2020,1577837074,450790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.031922490388476,3.5601653744657416,311.6216483799524,-3.6953427108033345,-0.6165501721833883,0.8752287123634287,0.0,0.0,50.0
Wed Jan 01 01:04:34 CET 2020,1577837074,550790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.400828796405379,2.5132966644445696,312.05757594502757,6.116826606386759,-10.553472818672773,1.4889572575096939,0.0,0.0,50.0
Wed Jan 01 01:04:34 CET 2020,1577837074,650796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1116964715370825,1.2941168527342053,312.19778849682126,-17.316068008147372,-12.294539643982754,0.7147399851086115,0.0,0.0,50.0
Wed Jan 01 01:04:34 CET 2020,1577837074,750790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8261690648576483,0.17294082615791984,312.46323454021297,2.836703237787024,-11.099493319121748,-0.5196628383873911,0.0,0.0,50.0
Wed Jan 01 01:04:34 CET 2020,1577837074,850790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1215974100394073,-0.19565701080900674,312.95872864038574,7.034110083616799,-3.7289111174081873,2.3732500103566836,0.0,0.0,50.0
Wed Jan 01 01:04:34 CET 2020,1577837074,950790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.817125694551114,-0.48275143363877127,313.2394451653778,-16.886265149591924,-2.9835079846036834,2.582586201498681,0.0,0.0,50.0
Wed Jan 01 01:04:35 CET 2020,1577837075,50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1.43144073694989E-125,-1.43144073694989E-125,-2.8735182454018313E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5116971378594783,-0.7857004899976711,313.3531772255414,13.034831366776382,-2.885517233747271,-1.4193641564924708,0.0,0.0,50.0
